num,tweet,Colere,Degout,Peur,Mefiance,Tristesse,Surprise,Ironie,Neutre
17,"Voila, maintenant il va falloir passer à la mise en oeuvre !
#DepuisLeTemps #SAIP #GesCrise #Alerte

Le ""cell broadcast"" pour informer la population en cas d’événement grave, préconise le député Damien Adam https://t.co/dGblU8f8AD via @usinenouvelle",0.22233333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.4443333333333333
18,@Conflits_FR Pourtant elles souriaient lors de leurs visites et le patron de Lubrizol . Sans commentaire .... https://t.co/hiGAZ5u450,0.3333333333333333,0.111,0.0,0.0,0.0,0.0,0.22233333333333336,0.0
20,"LUBRIZOL : l'avis tant attendu de l'ANSES est enfin paru, il est favorable, les restrictions sont levées sur les œufs, les végétaux (betteraves, pomme de terre), les poissons, fruits et légumes. Néanmoins, il est demandé de peler et laver les fruits et les légumes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,"Vous allez me dire que je vois des milliardaires partout mais #Lubrizol appartient bien sûr à Warren Buffet... 3ème fortune mondiale... Le pont de Gênes c'était Benetton... 
En général mieux c'est géré plus c'est dangereux... 
Et on parie qu'il ne sera jamais condamné?",0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0
22,"En plein #confinement, pourquoi ça sent si mauvais autour de l’usine #Lubrizol, à #Rouen ? https://t.co/vBg8aeM5nQ",0.0,0.5556666666666666,0.111,0.0,0.0,0.3333333333333333,0.0,0.0
23,#Rouen #Lubrizol #polution une alerte très très tardive pour avertir de la nécessité de se confiner sur 13 communes.. encore une fois les mesures ne sont pas a la hauteur du risque humain https://t.co/B3svXcqPPs,0.22233333333333336,0.22233333333333336,0.0,0.111,0.222,0.22233333333333336,0.0,0.0
24,#Lubrizol #risque il y a bien évidemment un impact sur les cibles environnantes. Aujourd’hui avec les différents médias et à la vitesse où court l’information (fake ou pas). Nous devons la transparence dès le début à la population. https://t.co/kifMXOkI62,0.22233333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.4443333333333333
25,n’empêche l’université de rouen c des gros rats après le « venez en cours » pdt lubrizol mtn c « on paye pas les profs pour rien nsm le stade 3 on veut faire des économies »,0.3333333333333333,0.22233333333333336,0.111,0.0,0.0,0.0,0.0,0.0
26,"9h après(!)  début #Lubrizol @Prefet prévient (enfin) ""L’incendie entraîne des dépôts de suie sous forme de retombées, ingérer des suies peut être néfaste pour la santé, en cas de contact,se laver les mains. Lavez tous fruits et légumes avant consommation"" https://t.co/qENwysSFkl",0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
27,En pensée avec nos collaborateurs @AXAFrance à Isneauville et les habitants touchés par le terrible #incendie de l’usine #Lubrizol de @Rouen - suivez les instructions des comptes officiels @Prefet76 @Sdis76 @VISOV1,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.5556666666666666
28,"#notredamedeparis  passe encore, mais lubrizol !
On est vraiment gouverné par des irresponsables a la solde du business https://t.co/E6WUhHVRtO",0.5556666666666666,0.3333333333333333,0.0,0.0,0.0,0.111,0.0,0.0
29,@palomavauclin Lubrizol c'était une mise en garde en fait,0.0,0.0,0.111,0.4443333333333333,0.0,0.0,0.4446666666666667,0.0
30,Rouenais rouenaise CONFINEZ VOUS #Lubrizol https://t.co/kHjhdbSWUf,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
31,"@DanielGreen_PVC 8000m2 d'amiante ont brûlées en même temps que des produits de l'usine lubrizol, qui va faire des relevés indépendants pour que la vérité toute la vérité soit faite ?
https://t.co/wBa2j8v4as",0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
32,"@Monomarchos Vraiment pas de chance ! Les prélèvements de sols de Normandie logistique dans l’affaire #lubrizol Ont été détruits. Et, les prélèvements témoins faits  par l’État n’ont pas été gardés. De qui se moque-t-on ?",0.5556666666666666,0.16666666666666666,0.0,0.111,0.0,0.111,0.05566666666666667,0.0
33,"France : après l'incendie de Lubrizol, l'État montré du doigt par le Sénat https://t.co/HM3qkHcWhO

https://t.co/DNsMHaBlWb

Ce n'était pas Feyzin
ni Toulouse
C'était en 2019
dans une zone industrialo-portuaire #seveso 

un IRMA #CollTerr pour Rouen &amp; Le Havre, comme à Grenoble ?",0.22233333333333336,0.111,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
35,@L4c0n1k Après les déclarations sur lubrizol et les fermetures de lits d'hôpitaux on sait qu'ils se fichent royalement de la santé des français.,0.4446666666666667,0.2776666666666667,0.0,0.222,0.05566666666666667,0.0,0.0,0.0
36,Bonjour Mr cormand. Allez vous également mettre. En place une campagne politique d envergure et intervenir au niveau des autorités competantes pour empêcher lubrizol de redémarrer ? https://t.co/GmGErG1jNw,0.0,0.0,0.0,0.22233333333333336,0.0,0.0,0.0,0.7776666666666667
37,"@flixmath @les_repliques @EmmanuelMacron @NassiraELM Clairement.
Profiter du malheur des libanais pour dorer son image ternie à Lubrizol, c'est vraiment pas la classe.",0.111,0.3333333333333333,0.0,0.22233333333333336,0.111,0.0,0.22233333333333336,0.0
38,"Le bruit et l'odeur
Et toute la merde qui te tombe sur la gueule 
#Rouen #Lubrizol https://t.co/JQP3W2xklW",0.38866666666666666,0.5003333333333334,0.0,0.0,0.0,0.0,0.111,0.0
39,"Ce matin je suis allée au travail comme si de rien était, j’étais pas au courant. Je suis rentrée chez moi avec un mal de gorge hallucinant dû aux fumées du #Lubrizol ...",0.22233333333333336,0.16666666666666666,0.222,0.0,0.05566666666666667,0.3333333333333333,0.0,0.0
40,"@OuestFrance L'incendie Lubrizol aurait pu être évité selon un rapport. 
Bravo à la préfecture complice des industriels américains.",0.5556666666666666,0.0,0.0,0.0,0.0,0.0,0.4443333333333333,0.0
41,Mais puisqu'on vous dit que ce n'est pas toxique... 🔥😷😡 #Lubrizol #Rouen https://t.co/NX7Nfa1DNY,0.2776666666666667,0.111,0.0,0.0,0.0,0.0,0.6113333333333334,0.0
42,Ça ressemble de plus en plus à la gestion russe de Tchernobyl cette affaire! Nota Bene: Retirer l’expression « droite comme la justice » du vocabulaire français #OnOublieraPas #StopCorruption #Lubrizol https://t.co/7ial3UBpO0,0.4446666666666667,0.111,0.0,0.3333333333333333,0.0,0.0,0.111,0.0
43,@Corentchoin @LoicGyt Oupsi ( c’est le lubrizol ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
44,"@Simonnet2 La pollution est stoppé a Rouen. Pas de soucis. A Rouen, le karma Lubrizol vieille sur nous tous. La pollution disparaît par miracle ici.",0.0,0.222,0.0,0.0,0.0,0.0,0.778,0.0
45,Des produits chimiques et additifs hydrocarbures brûlent mais tout va bien. On nous prend pour des cons. Ca pu la mort ! #Rouen #Lubrizol,0.322,0.289,0.13333333333333333,0.05566666666666667,0.0,0.0,0.19999999999999998,0.0
46,"Pendant qu'on continue de parler d'un mec mort, fusse-t-il Président de la République, la région rouennaise continue de suffoquer dans la fumée toxique d'un incendie instoppable. Arrêt du réseau de transports en commun, fermeture des écoles, mesures de confinement. #Lubrizol",0.16666666666666666,0.05566666666666667,0.111,0.0,0.0,0.0,0.0,0.6666666666666666
47,The latest vitrolles infos by jean-bernard! https://t.co/rgF1LlSrfM #inter #lubrizol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
48,"@Poulin2012 @naunau244 On peut dire le mot, CRIMINEL.
Comme la catastrophe Lubrizol à Rouen.
Comme les bébés sans bras.
Comme le Glyphosate.
Comme ce qu'ils font subir aux chômeurs au 1er avril.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Le seule jour où elle a pas tweeté sur les mecs radins lubrizol a pris feu Rouen a faillit explose !!!! https://t.co/mwFSl23dbB,0.16666666666666666,0.0,0.0,0.0,0.0,0.05566666666666667,0.111,0.3333333333333333
50,"Il faut arrêter avec la surenchère d'hommages, ça vire au n'importe-quoi. #Chirac #Lubrizol #dessindepresse #dessin #dessinateur #cartoon #cartoonist https://t.co/mOi5EQZBZQ",0.6113333333333334,0.0,0.0,0.111,0.0,0.111,0.0,0.16666666666666666
51,"@AiphanMarcel Si tu écoute cette femme qui bosse pour Lubrizol, tu te chopes un cancer environnemental en 5 mn. Le temps qu'elle vous contamine avec ces propos creux et vide. 
Le poison le plus féroce c'est le déni d'une caste au pouvoir.",0.222,0.16666666666666666,0.22233333333333336,0.278,0.0,0.0,0.111,0.0
52,"De tout 💕 avec vous qui devez jeter votre #lait #Lubrizol 

Bon courage à tous !
#ceuxquifontlelait 
#ceuxquifontlagriculture 
@ReseauFnpl et @FNSEA à vos côté 
La force du collectif.
Toujours plus fort ensemble. https://t.co/zha3Eqk6gZ",0.0,0.0,0.0,0.0,0.5556666666666666,0.0,0.3333333333333333,0.111
53,"Grosse ambiance sur le plateau TV, qd les journalistes se rendent compte de la gravité de la situation à #Rouen.

Vous voyez l'ange passer ?
----------------------------------------------------&gt;

#ChoixEditorial #chirac #Lubrizol #lubrizoltransparence #BFMTV #lci #franceTV https://t.co/Err5STFun9",0.0,0.0,0.0,0.111,0.0,0.22233333333333336,0.4443333333333333,0.22233333333333336
54,"Les non-rouennaises qui parlent de Lubrizol vous faites peur, vraiment. Gros contraste entre les conversations avec les gens qui habitent ici et et les autres, qui ont l'air plus flippées que nous.",0.0,0.0,0.3333333333333333,0.111,0.0,0.22233333333333336,0.0,0.3333333333333333
55,"Une fois de plus CCastaner atteint les sommets de l’Incompétence et de l’Irresponsabilité Tout va bien selon cet Irresponsable Mais les journalistes évacuent FR3 
 Incendie Lubrizol à Rouen : les salariés de France 3 Normandie évacués de leur bâtiment https://t.co/Uxv2baGiux",0.5556666666666666,0.0,0.0,0.4443333333333333,0.0,0.0,0.0,0.0
56,"@PiranhaEditions @noemie_issan @AurelieliliSb Il vit à Rouen. Peu de temps après notre rupture,y a eu Lubrizol. Voilà, maintenant plus personne voudra m'inviter chez lui et va falloir que j'adopte un chat.",0.0,0.0,0.111,0.0,0.22233333333333336,0.0,0.3333333333333333,0.22233333333333336
57,Est-ce qu’il y a des trains ? #rouen #lubrizol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
58,"@brutnaturefr Lubrizol brûle! Et qui va nettoyer? J'ose espérer que l'Etat va y mettre les moyens, parce que les discours c'est beau, mais on veut des actes, des actes, des actes. A quand aussi une fouille pour retirer toutes les munitions des sols qui polluent nos nappes phréatiques?",0.8333333333333334,0.111,0.0,0.05566666666666667,0.0,0.0,0.0,0.0
59,"DECRYPTAGE

CASSEZ-VOUS DE LA #ROUANNAIS !!!

Usine #Lubrizol de #Rouen : des produits potentiellement mortels sur la liste https://t.co/WLRr3GHjTH",0.778,0.0,0.222,0.0,0.0,0.0,0.0,0.0
60,"#lubrizolrouen #IncendieRouen #Lubrizol #Prefet76 
La conférence de presse arrête d'être diffusée sur la radio @francebleu au moment de l'évocation de présence de ""sources radioactives"" le colonel des pompiers précise qu'il y avait bien sur site des sources radio actives https://t.co/TnYqXycmBJ",0.16666666666666666,0.111,0.16666666666666666,0.5556666666666666,0.0,0.0,0.0,0.0
61,@EPhilippePM @Prefet971 @Min_Ecologie @Matignon @lesoutremer @AnnickGirardin @Elisabeth_Borne @gouvernementFR @sup_recherche @VidalFrederique je vous signale que les pompiers de #Rouen vous ont porté volontaire pour aller dégager les fûts chez #Lubrizol  ...,0.3333333333333333,0.0,0.0,0.111,0.0,0.0,0.5556666666666666,0.0
62,Donc #lubrizol n'a pas tenu compte du risque d'incendie extérieur aux entrepôts https://t.co/rBlCwQQPCT,0.111,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.22233333333333336
63,"#Lubrizol ""Le 2e rang de pompiers avec des masques en ""papier"" a été le plus exposé. Il y avait un toit en fibro-ciment qui a explosé et il est retombé un genre de pluie de poussière d’amiante et tt le mde connaît la toxicité de l'amiante à lg terme."" André Picot, #toxicologue https://t.co/b1aOC0A6LQ",0.16666666666666666,0.22233333333333336,0.05566666666666667,0.111,0.111,0.0,0.0,0.3333333333333333
64,"@EPhilippePM des mots encore des mots 
Mais des actes seraient plus sérieux 
Aujourd'hui les dirigeants de #lubrizol cherche à prouvé que l'incendie est partie hors de l'usine pour évité de payé des indemnisations https://t.co/Ygc9Um301B",0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
65,@fbleuhnormandie pourquoi des odeurs fortes style mercaptan sont ressenties dans le Pays de Bray ? #Lubrizol,0.0,0.22233333333333336,0.0,0.0,0.0,0.5553333333333333,0.0,0.22233333333333336
66,"Quand @clemovitch décortique la réthorique autour de #Lubrizol, ça fait BOUM ! https://t.co/2O54qcAqEr",0.0,0.0,0.0,0.22233333333333336,0.0,0.0,0.5553333333333333,0.22233333333333336
67,"#rouen #lubrizoltransparence 
Plus on est de monde plus on a de chance d'obtenir une enquête.
https://t.co/wk0pswkcQK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,#Lubrizol soutien... C'est ce soir.... https://t.co/CraoToljLu,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
69,"au faite j'ai oublié une virgule avant le ""car"" sinon ma phrase est bizarre x) ! Est-ce que le Maire de #Rouen va t-il prendre la décision d'expulser ceux qui sont aux abords ? #Lubrizol #Seveso",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
70,"@loran076 Le virus il est là , mais pas trop #Lubrizol",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,"@mabohari @DuPouvoirDachat @20Minutes @gouvernementFR @lebahutier
Chers habitants de Rouen, montez dans votre voiture et partez dans le calme. N’écoutez rien d’autre que le bon sens et votre volonté de vivre en bonne santé. Partez. Dans le calme.
Croyez un architecte : il ne sert à rien de rester à l’intérieur.
#lubrizol #Rouen",0.0,0.0,0.111,0.5556666666666666,0.0,0.0,0.0,0.3333333333333333
72,"C'est aujourd'hui, rendez-vous pour celleux qui le peuvent à 13h30 devant Lubrizol https://t.co/LNh5iBf8Sz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
73,"@LCP @agnesbuzyn Comme avec l'affaire des pompiers contaminés sur le site de LUBRIZOL, BUZYN continue à nous prendre pour des CONS!
Ca va s'arrêter quand ce mépris de nos intelligences chez les ministres de @enmarchefr",0.5,0.05566666666666667,0.0,0.4443333333333333,0.0,0.0,0.0,0.0
74,@GuiPascanet @palais_au @MeJoe44 @Le___Doc @MissPerelin @MeDub_Inc La maison est au vent de Lubrizol donc on a été peu concerné. Et puis j'ai fais comme TomTom je suis allé respirer l'air frais du Havre,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
75,"J'en avais besoin, de cette coupure cévenole, à écouter du Hip-Hop ricain dans le jardin. L'année, de Lubrizol au confinement, de gros pépins de santé en accaparation de toutes parts fut particulièrement toute pérave (et on ne sait pas de quel avenir tout ceci est fait)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
77,"@Lister36 Chaque année nous gagnons en espérance de vie???
* Chômage
*suicide
*Lubrizol
* saturnisme....
On se fout de notre gueule..⬇️",0.111,0.16666666666666666,0.05566666666666667,0.5556666666666666,0.0,0.0,0.111,0.0
78,"@glours Bonjour, faites attention à vous et n'hésitez pas à contacter @sdis76 en cas de doutes. Et suivez @fbleuhnormandie pour suivre l'évolution. #Lubrizol #courage",0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
79,"@milleniumor @LCP @ericcoquerel Votre peur à vous, c'est qu'une commission d'enquête puisse faire apparaître que la politique de dérèglementation du Gvt #Macron ait abouti à l'accident #seveso #Lubrizol à #Rouen... et c'est bien le cas.
#néolibéralisme 
https://t.co/NoFQHVa2zp",0.3333333333333333,0.0,0.111,0.5556666666666666,0.0,0.0,0.0,0.0
80,"@cmferet @Prefet76 4 communiqués hier avec les résultats d'analyses ; il faut être exigeant et vigilant, mais... si c'est rassurant c'est forcément faux ? Qu'en dis-tu @cmferet ? 
https://t.co/OoTUTI1Xxu",0.0,0.0,0.111,0.5556666666666666,0.0,0.0,0.0,0.3333333333333333
81,"Quand les journalistes ont un humour minable et très mediocre
Incendie à Lubrizol: les gens du voyage toujours à la remorque
https://t.co/WLWDoXfXbv",0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
82,"#lubrizol #bfmtv trop heureuse de nous montrer  une bande d'olibrius a la democratie plus que douteuse , hurler en meute :""#macron demission !!. vous avez les urnes pour vous exprimer !",0.8889999999999999,0.0,0.0,0.111,0.0,0.0,0.0,0.0
83,"qui va dépolluer tout l'environnement  polluer par explosion de l'usine jardins etc .. 
#Rouen 
 #Lubrizol 
#seveso
@Min_Ecologie
#GiletsJaunes https://t.co/rYPJjS8qGf",0.5556666666666666,0.3333333333333333,0.0,0.0,0.111,0.0,0.0,0.0
84,"@narvic @paris_normandie L'actualité c'est la Ripoublique mafieuse qui perd un de ses plus grands parrains, parti trop tôt rejoindre son ami Pasqua. Un peu de respect svp, vous feriez mieux de vous joindre au receuillement national, osef de Lubrizol :-)",0.0,0.0,0.0,0.111,0.0,0.0,0.8889999999999999,0.0
85,"@Poulin2012 S'agissant de la catastrophe écologique et sanitaire liée à l'accident industriel de l'usine #Lubrizol à #Rouen , la seule certitude que nous ayons est que le @gouvernementFR n'est pas à la hauteur dans la gestion de cette crise majeure.",0.5556666666666666,0.111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
86,Vos histoires d'odeur de soufre à Paris ça me rappelle quand l'odeur d'essence s'infiltrait partout après l'accident à Lubrizol,0.0,0.3333333333333333,0.0,0.0,0.22233333333333336,0.111,0.0,0.3333333333333333
87,@lighthouse6206 Macron et sa clique sont des pourritures. J'ai des larmes de rage en moi. Regarde ce qu'ils ont fait à Lubrizol. Ce sont des criminels. Pourris jusqu'au bout des ongles. Quel chaos sous leur règne !!!!!!!! Quelle bande de crevures !!!!!!!!!!!!!!,0.4443333333333333,0.22233333333333336,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
88,Merci @Lepoulpemedia pour la transparence : https://t.co/FuARO3hif4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
89,"@LCP @damienadam76 @Elisabeth_Borne Et aujourd'hui :#dioxines  😡
#DirectAN #Lubrizol #Rouen :",0.6666666666666666,0.111,0.0,0.22233333333333336,0.0,0.0,0.0,0.0
90,"Bizarre l'équipement de la #Police
#ToutVaBien #Rouen #Lubrizol https://t.co/TUEAgx1csY",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
91,"@mosieurj Arrête de pleurnicher !

@CCastaner a dit qu'il y'avait aucun danger !

De plus selon #IGPN il n'a pas pu être établir de lien entre cette mauvaise odeur et l'incendie de #Lubrizol #Rouen

#Joke",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
92,"C’est un peu mauvais pour la santé mais pas trop. Heureusement que ce nuage va s’arrêter à 10 mètres des habitations, comme celui de Tchernobyl à la frontière française.

#Lubrizol https://t.co/tk8LQODeAT",0.0,0.0,0.0,0.222,0.0,0.0,0.778,0.0
94,"@ZabouF En France,  même les dirigeants de l'usine ne savaient pas ce qu'ils stockaient (AZF, Lubrizol). Le gouvernement libanais semble donc bien plus compétent que le nôtre même si la sécurité des gens  n'est pas sa priorité.",0.5556666666666666,0.0,0.0,0.22233333333333336,0.0,0.0,0.222,0.0
95,"Suède

Mexique
Lubrizol
Etc..

Bizare.. https://t.co/So0OhH5fzo",0.0,0.0,0.0,0.22233333333333336,0.0,0.3333333333333333,0.111,0.0
96,"#lubrisol #lubrizol #Rouen : Sous la fumée, un loup... 🤔 https://t.co/rNR4A6YHiN",0.0,0.0,0.0,0.22233333333333336,0.0,0.0,0.4443333333333333,0.0
97,"La Seine polluée par #Lubrizol, 30 ans après la promesse de #Chirac de se baigner dans le fleuve devenu propre. C’est un putain de pied de nez le jour de sa mort. Le panache à la française.",0.0,0.22233333333333336,0.0,0.3333333333333333,0.111,0.0,0.3333333333333333,0.0
98,Et de surcroît M. Macron a construit toutes les habitations autour de l’usine Lubrizol pour qu’elle soit située en plein cœur de la ville! https://t.co/Y2z1YXUbgx,0.22233333333333336,0.0,0.0,0.3333333333333333,0.0,0.0,0.4443333333333333,0.0
99,"@clem_garin @Mediametrie L'histoire du District z de rouen et Lubrizol est pas mal non plus:) quand çà va se savoir..
https://t.co/2kxIi8QS6K",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
101,"allez deux cas à rouen du coronavirus, comme si lubrizol nous avez pas déjà achevé",0.111,0.22233333333333336,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
102,"@ArianeWalter Lubrizol : le préfet a donné son feu vert à des augmentations de capacités sans évaluation environnementale

Scandale d'État, d'où le silence de MACRON ?

https://t.co/7YdRXKs7iG",0.3333333333333333,0.22233333333333336,0.0,0.4443333333333333,0.0,0.0,0.0,0.0
105,@EmmanuelMacron Parlons des conséquences de la cathédrale de notre dame en plomb ou encore lubrizol passer sous silence.,0.3333333333333333,0.0,0.0,0.5556666666666666,0.0,0.0,0.0,0.0
106,@Nico_VanderB #Rouen #Lubrizol #msgu Pour ceux qui s'interroge sur Beauvau_Alerte: explications presque en direct par les auteurs de ce silence assourdissant.  Il est vrai que les fumées ne se voyaient pas et que personne jusqu'à une trentaine de km sous le panache n'était inquiet???,0.22233333333333336,0.0,0.0,0.111,0.0,0.3333333333333333,0.3333333333333333,0.0
107,C’est la merdeeeee  #Lubrizol https://t.co/rN0qYBS9gw,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
108,"Je ne fais que donner purement mon avis ...
Ok, triste nouvelle que d'apprendre la mort de notre ancien président #Chirac mais .... la véritable actu importante ne serait pas de parler et rassurer la population concernant l'incendie de #Rouen et #lubrizol 🤨",0.111,0.111,0.5556666666666666,0.0,0.0,0.22233333333333336,0.0,0.0
113,"@Marie5238 @CgtTuifrance @ZohraBitan t'auras des morts et des chefs irresponsables comme à Lubrizol  vive les cheminots conscients qui défendent les usagers contre les liquidateurs Macron, Bornes, Pepy, de la belle SNCF https://t.co/YedpHT2tUZ",0.4443333333333333,0.05566666666666667,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0
116,"Le nuage s'est arrêté au dessus de Rouen qu'on vous dit !
#Lubrizol #Rouen https://t.co/G3MtdHXjs6",0.111,0.0,0.16666666666666666,0.111,0.0,0.0,0.6113333333333334,0.0
117,"La préfecture de Rouen prendrait elle les habitants pour des cons ?
après avoir recommandé de laver les légumes 🍅 le préfet muscle ses  « recommandations sanitaires » .... — via @lemondefr https://t.co/yoaMxhpWF0",0.5556666666666666,0.0,0.222,0.22233333333333336,0.0,0.0,0.0,0.0
120,"#LCI @fdescrozaille vous voyez toujours pas d'erreur dans la gestion du drame #Rouen
Qui a donné l'ordre de censurer l'information durant 36h ?
La majorité. Se servir de la mort #Chirac pour cacher #Lubrizol, indignité.",0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0
